engineid,manufacturer,cylinders,displacement,induction,fueltype,valvetype
438,buick,4,2.0,Forced Induction,Hybrid,DOHC
439,ram,5,2.5,Forced Induction,Diesel,OHV
440,honda,12,4.800000000000001,Forced Induction,Gas,OHV
441,kia,6,3.0,Forced Induction,Gas,SOHC
442,chevrolet,7,2.8000000000000003,Forced Induction,Hybrid,OHV
443,mercedes-benz,10,5.5,Forced Induction,Diesel,OHV
444,land rover,3,1.6500000000000001,Naturally Aspirated,Hybrid,OHV
445,pontiac,3,1.5,Naturally Aspirated,Diesel,OHV
446,fiat,6,2.4000000000000004,Naturally Aspirated,Gas,DOHC
447,aston-martin,4,2.2,Naturally Aspirated,Gas,OHV
448,volkswagen,3,1.6500000000000001,Naturally Aspirated,Gas,OHV
449,porsche,11,4.95,Naturally Aspirated,Hybrid,SOHC
450,volkswagen,10,5.0,Naturally Aspirated,Hybrid,SOHC
451,mercedes-benz,6,3.3000000000000003,Forced Induction,Hybrid,DOHC
452,mazda,4,2.2,Naturally Aspirated,Diesel,SOHC
453,dodge,7,2.8000000000000003,Forced Induction,Gas,DOHC
454,tesla,11,4.4,Naturally Aspirated,Gas,OHV
455,saturn,8,3.2,Forced Induction,Hybrid,SOHC
456,buick,4,2.2,Naturally Aspirated,Diesel,OHV
457,fiat,6,2.4000000000000004,Forced Induction,Gas,SOHC
458,fiat,3,1.5,Forced Induction,Diesel,DOHC
459,chevrolet,8,4.0,Naturally Aspirated,Hybrid,OHV
460,lexus,8,3.6,Forced Induction,Diesel,DOHC
461,dodge,7,3.5,Naturally Aspirated,Hybrid,OHV
462,mercury,12,6.0,Forced Induction,Gas,OHV
463,jeep,7,2.8000000000000003,Forced Induction,Hybrid,DOHC
464,mitsubishi,3,1.5,Forced Induction,Diesel,SOHC
465,mercury,7,3.15,Forced Induction,Diesel,SOHC
466,buick,8,4.0,Forced Induction,Gas,SOHC
467,tesla,12,5.4,Naturally Aspirated,Hybrid,DOHC
468,harley-davidson,8,4.4,Forced Induction,Diesel,OHV
469,porsche,3,1.6500000000000001,Naturally Aspirated,Gas,SOHC
470,lexus,3,1.2000000000000002,Naturally Aspirated,Gas,DOHC
471,ferrari,9,4.5,Forced Induction,Gas,SOHC
472,honda,9,4.95,Naturally Aspirated,Diesel,SOHC
473,kia,4,2.0,Naturally Aspirated,Gas,SOHC
474,volkswagen,3,1.35,Naturally Aspirated,Gas,SOHC
475,tesla,11,4.95,Forced Induction,Hybrid,DOHC
476,hyundai,10,5.5,Forced Induction,Hybrid,SOHC
477,volvo,6,3.3000000000000003,Forced Induction,Gas,SOHC
478,porsche,7,3.8500000000000005,Naturally Aspirated,Hybrid,DOHC
479,saturn,3,1.2000000000000002,Naturally Aspirated,Hybrid,SOHC
480,kia,7,3.15,Forced Induction,Gas,SOHC
481,ferrari,7,2.8000000000000003,Forced Induction,Hybrid,DOHC
482,alfa-romeo,10,4.0,Naturally Aspirated,Diesel,DOHC
483,pontiac,6,2.7,Naturally Aspirated,Gas,OHV
484,land rover,3,1.6500000000000001,Forced Induction,Hybrid,OHV
485,mercedes-benz,5,2.0,Naturally Aspirated,Gas,OHV
486,ram,10,5.5,Forced Induction,Gas,DOHC
487,kia,6,2.7,Naturally Aspirated,Hybrid,DOHC
488,audi,6,2.7,Forced Induction,Hybrid,SOHC
489,tesla,9,3.6,Forced Induction,Gas,SOHC
490,saturn,9,4.05,Forced Induction,Gas,OHV
491,infiniti,10,4.0,Forced Induction,Gas,OHV
492,harley-davidson,4,2.2,Forced Induction,Hybrid,SOHC
493,buick,5,2.5,Naturally Aspirated,Hybrid,SOHC
494,lexus,11,6.050000000000001,Forced Induction,Gas,DOHC
495,mitsubishi,7,3.15,Forced Induction,Hybrid,OHV
496,lexus,7,3.8500000000000005,Naturally Aspirated,Gas,DOHC
497,ram,12,5.4,Naturally Aspirated,Hybrid,SOHC
498,gmc,6,2.4000000000000004,Forced Induction,Gas,DOHC
499,rover,10,4.5,Forced Induction,Gas,SOHC
500,chevrolet,8,3.6,Forced Induction,Diesel,DOHC
501,porsche,4,1.8,Naturally Aspirated,Diesel,SOHC
502,aston-martin,12,5.4,Naturally Aspirated,Hybrid,SOHC
503,ferrari,8,3.2,Naturally Aspirated,Diesel,SOHC
504,cadillac,4,2.0,Naturally Aspirated,Gas,OHV
505,infiniti,5,2.75,Forced Induction,Gas,DOHC
506,nissan,5,2.25,Naturally Aspirated,Gas,OHV
507,buick,5,2.25,Naturally Aspirated,Diesel,OHV
508,ram,8,3.6,Forced Induction,Gas,OHV
509,audi,6,2.4000000000000004,Naturally Aspirated,Hybrid,OHV
510,lincoln,9,4.05,Naturally Aspirated,Hybrid,SOHC
511,infiniti,3,1.2000000000000002,Naturally Aspirated,Gas,DOHC
512,nissan,4,1.8,Naturally Aspirated,Hybrid,SOHC
513,audi,6,2.7,Naturally Aspirated,Diesel,OHV
514,volvo,6,3.3000000000000003,Forced Induction,Hybrid,DOHC
515,porsche,10,5.5,Naturally Aspirated,Diesel,SOHC
516,aston-martin,3,1.6500000000000001,Naturally Aspirated,Gas,DOHC
517,mini,7,3.15,Naturally Aspirated,Gas,DOHC
518,acura,3,1.2000000000000002,Forced Induction,Hybrid,SOHC
519,volkswagen,3,1.5,Naturally Aspirated,Hybrid,SOHC
520,saturn,12,5.4,Naturally Aspirated,Diesel,OHV
521,audi,10,5.5,Forced Induction,Gas,SOHC
522,ferrari,12,4.800000000000001,Naturally Aspirated,Hybrid,OHV
523,hyundai,11,5.5,Naturally Aspirated,Diesel,OHV
524,mini,3,1.5,Naturally Aspirated,Hybrid,SOHC
525,chevrolet,10,5.0,Forced Induction,Hybrid,SOHC
526,mercury,10,4.0,Forced Induction,Gas,OHV
527,rover,8,3.6,Naturally Aspirated,Hybrid,DOHC
528,volkswagen,3,1.2000000000000002,Forced Induction,Gas,OHV
529,harley-davidson,8,3.6,Naturally Aspirated,Hybrid,SOHC
530,acura,9,4.95,Naturally Aspirated,Gas,OHV
531,volvo,12,6.6000000000000005,Naturally Aspirated,Diesel,DOHC
532,dodge,10,4.5,Naturally Aspirated,Diesel,SOHC
533,toyota,8,3.2,Forced Induction,Hybrid,DOHC
534,harley-davidson,11,5.5,Forced Induction,Hybrid,DOHC
535,mercedes-benz,9,4.05,Naturally Aspirated,Diesel,DOHC
536,gmc,10,5.0,Naturally Aspirated,Diesel,DOHC
537,jaguar,12,5.4,Forced Induction,Diesel,SOHC
538,acura,3,1.35,Naturally Aspirated,Hybrid,OHV
539,gmc,8,4.0,Forced Induction,Hybrid,OHV
540,land rover,8,4.4,Naturally Aspirated,Hybrid,SOHC
541,honda,7,3.8500000000000005,Forced Induction,Diesel,OHV
542,ferrari,7,3.8500000000000005,Forced Induction,Hybrid,DOHC
543,jaguar,3,1.6500000000000001,Forced Induction,Diesel,SOHC
544,subaru,3,1.35,Forced Induction,Diesel,OHV
545,chevrolet,12,4.800000000000001,Naturally Aspirated,Gas,SOHC
546,fiat,11,5.5,Naturally Aspirated,Diesel,SOHC
547,volkswagen,6,2.4000000000000004,Naturally Aspirated,Diesel,OHV
548,nissan,7,3.5,Naturally Aspirated,Diesel,SOHC
549,land rover,9,4.5,Forced Induction,Hybrid,DOHC
550,mini,10,5.5,Forced Induction,Gas,SOHC
551,volvo,12,6.6000000000000005,Forced Induction,Gas,DOHC
552,mitsubishi,6,3.3000000000000003,Forced Induction,Gas,SOHC
553,mercedes-benz,3,1.2000000000000002,Naturally Aspirated,Hybrid,SOHC
554,ford,9,4.5,Naturally Aspirated,Hybrid,DOHC
555,honda,7,3.15,Naturally Aspirated,Gas,OHV
557,mazda,12,6.6000000000000005,Naturally Aspirated,Gas,DOHC
558,hyundai,10,5.0,Naturally Aspirated,Gas,OHV
559,datsun,8,3.2,Naturally Aspirated,Gas,SOHC
560,kia,12,6.0,Naturally Aspirated,Diesel,OHV
561,land rover,10,5.0,Forced Induction,Diesel,SOHC
562,porsche,5,2.5,Forced Induction,Diesel,DOHC
563,mitsubishi,12,4.800000000000001,Forced Induction,Diesel,DOHC
564,ford,12,6.0,Forced Induction,Hybrid,OHV
565,kia,11,6.050000000000001,Forced Induction,Diesel,OHV
566,hyundai,7,3.15,Naturally Aspirated,Diesel,SOHC
567,infiniti,10,5.5,Naturally Aspirated,Hybrid,DOHC
568,harley-davidson,10,4.0,Forced Induction,Diesel,DOHC
569,land rover,5,2.25,Forced Induction,Gas,DOHC
570,pontiac,5,2.75,Naturally Aspirated,Diesel,DOHC
571,ford,4,1.8,Forced Induction,Gas,SOHC
572,gmc,12,4.800000000000001,Naturally Aspirated,Diesel,SOHC
573,volvo,8,3.6,Forced Induction,Gas,SOHC
574,alfa-romeo,12,5.4,Forced Induction,Gas,DOHC
575,toyota,3,1.2000000000000002,Forced Induction,Gas,DOHC
576,fiat,12,5.4,Forced Induction,Gas,SOHC
577,rover,4,1.8,Naturally Aspirated,Diesel,SOHC
578,hyundai,11,4.95,Naturally Aspirated,Diesel,OHV
579,ram,9,4.95,Naturally Aspirated,Diesel,SOHC
580,mini,5,2.75,Naturally Aspirated,Gas,SOHC
581,volvo,4,1.6,Forced Induction,Gas,SOHC
582,rover,8,4.0,Naturally Aspirated,Gas,SOHC
583,fiat,8,3.6,Forced Induction,Gas,OHV
584,fiat,4,1.8,Naturally Aspirated,Gas,DOHC
585,lexus,12,6.6000000000000005,Forced Induction,Diesel,OHV
586,lexus,8,4.4,Naturally Aspirated,Hybrid,OHV
587,mazda,12,6.0,Naturally Aspirated,Hybrid,OHV
588,subaru,6,3.3000000000000003,Forced Induction,Diesel,SOHC
589,subaru,3,1.5,Naturally Aspirated,Gas,DOHC
590,mazda,9,4.95,Forced Induction,Gas,OHV
591,volkswagen,12,6.6000000000000005,Forced Induction,Gas,DOHC
592,jaguar,4,2.0,Naturally Aspirated,Diesel,SOHC
593,pontiac,11,4.4,Forced Induction,Gas,OHV
594,gmc,11,6.050000000000001,Naturally Aspirated,Gas,OHV
595,honda,3,1.6500000000000001,Naturally Aspirated,Gas,OHV
596,pontiac,9,4.05,Naturally Aspirated,Diesel,DOHC
597,jeep,3,1.5,Naturally Aspirated,Diesel,DOHC
598,audi,8,4.0,Naturally Aspirated,Gas,SOHC
599,datsun,9,4.95,Naturally Aspirated,Gas,OHV
600,harley-davidson,7,3.5,Naturally Aspirated,Gas,SOHC
601,infiniti,10,4.5,Naturally Aspirated,Hybrid,SOHC
602,volkswagen,4,2.2,Forced Induction,Gas,OHV
603,mercedes-benz,12,5.4,Naturally Aspirated,Diesel,OHV
604,fiat,3,1.6500000000000001,Naturally Aspirated,Diesel,OHV
605,ram,6,2.7,Forced Induction,Gas,SOHC
606,lincoln,9,4.05,Naturally Aspirated,Gas,OHV
607,volkswagen,4,1.8,Forced Induction,Diesel,OHV
608,mazda,5,2.75,Forced Induction,Hybrid,SOHC
609,cadillac,5,2.25,Naturally Aspirated,Diesel,SOHC
610,tesla,6,2.7,Forced Induction,Hybrid,SOHC
611,chrysler,3,1.5,Naturally Aspirated,Hybrid,OHV
612,nissan,10,5.5,Naturally Aspirated,Gas,DOHC
613,mini,6,3.3000000000000003,Forced Induction,Hybrid,DOHC
614,aston-martin,7,2.8000000000000003,Naturally Aspirated,Diesel,DOHC
615,gmc,4,1.8,Forced Induction,Hybrid,OHV
616,toyota,3,1.5,Naturally Aspirated,Hybrid,SOHC
617,mazda,4,2.0,Forced Induction,Hybrid,DOHC
618,kia,10,4.0,Naturally Aspirated,Gas,DOHC
619,ford,7,3.15,Forced Induction,Diesel,SOHC
620,jaguar,6,3.0,Forced Induction,Hybrid,SOHC
621,chevrolet,8,3.6,Naturally Aspirated,Diesel,OHV
622,mini,9,4.05,Forced Induction,Diesel,DOHC
623,ferrari,10,4.5,Forced Induction,Hybrid,SOHC
624,saturn,8,3.6,Naturally Aspirated,Gas,SOHC
625,mitsubishi,10,4.0,Forced Induction,Hybrid,DOHC
626,aston-martin,7,3.5,Naturally Aspirated,Hybrid,SOHC
627,cadillac,9,4.95,Forced Induction,Hybrid,DOHC
628,chrysler,10,4.5,Forced Induction,Hybrid,OHV
629,mercury,5,2.25,Naturally Aspirated,Diesel,SOHC
630,ferrari,6,2.4000000000000004,Forced Induction,Diesel,OHV
631,toyota,9,4.5,Forced Induction,Gas,SOHC
632,acura,11,6.050000000000001,Naturally Aspirated,Diesel,OHV
633,fiat,11,5.5,Forced Induction,Hybrid,OHV
634,land rover,4,1.6,Naturally Aspirated,Hybrid,SOHC
635,datsun,12,4.800000000000001,Forced Induction,Diesel,OHV
636,volkswagen,10,5.0,Naturally Aspirated,Gas,DOHC
637,cadillac,11,5.5,Naturally Aspirated,Gas,OHV
638,subaru,5,2.5,Naturally Aspirated,Gas,SOHC
639,land rover,12,5.4,Forced Induction,Diesel,OHV
640,jeep,6,3.3000000000000003,Naturally Aspirated,Diesel,DOHC
641,jeep,3,1.2000000000000002,Naturally Aspirated,Hybrid,OHV
642,bmw,6,3.3000000000000003,Naturally Aspirated,Diesel,OHV
643,nissan,10,5.5,Forced Induction,Gas,OHV
644,toyota,11,6.050000000000001,Forced Induction,Hybrid,DOHC
645,audi,12,6.6000000000000005,Forced Induction,Hybrid,SOHC
646,jeep,9,3.6,Forced Induction,Hybrid,DOHC
647,bmw,5,2.25,Forced Induction,Diesel,DOHC
648,infiniti,9,4.5,Naturally Aspirated,Diesel,OHV
649,gmc,10,4.0,Naturally Aspirated,Gas,OHV
650,mercury,10,5.0,Naturally Aspirated,Gas,OHV
651,bmw,4,2.2,Forced Induction,Hybrid,SOHC
652,ferrari,8,3.2,Forced Induction,Diesel,DOHC
653,lincoln,7,3.5,Forced Induction,Gas,DOHC
654,chevrolet,10,4.0,Forced Induction,Diesel,OHV
655,subaru,9,4.05,Naturally Aspirated,Diesel,OHV
656,land rover,11,4.4,Naturally Aspirated,Hybrid,OHV
657,lexus,7,3.15,Naturally Aspirated,Diesel,SOHC
658,nissan,11,6.050000000000001,Forced Induction,Diesel,SOHC
659,nissan,5,2.75,Naturally Aspirated,Hybrid,DOHC
660,volkswagen,3,1.35,Naturally Aspirated,Gas,DOHC
661,mitsubishi,7,2.8000000000000003,Naturally Aspirated,Diesel,OHV
662,aston-martin,3,1.2000000000000002,Forced Induction,Gas,SOHC
663,volkswagen,10,5.0,Forced Induction,Hybrid,SOHC
664,lincoln,7,3.5,Forced Induction,Hybrid,DOHC
665,infiniti,6,3.3000000000000003,Naturally Aspirated,Gas,DOHC
666,datsun,12,5.4,Naturally Aspirated,Hybrid,DOHC
667,mini,5,2.0,Naturally Aspirated,Hybrid,SOHC
668,fiat,6,2.4000000000000004,Forced Induction,Diesel,OHV
669,ram,4,1.8,Forced Induction,Hybrid,DOHC
670,nissan,7,3.8500000000000005,Naturally Aspirated,Gas,SOHC
671,volkswagen,8,3.6,Forced Induction,Gas,SOHC
672,ferrari,5,2.5,Naturally Aspirated,Hybrid,SOHC
673,volkswagen,9,4.05,Forced Induction,Gas,DOHC
674,lincoln,11,4.95,Forced Induction,Hybrid,OHV
675,lincoln,9,4.05,Forced Induction,Hybrid,DOHC
676,honda,12,4.800000000000001,Forced Induction,Hybrid,DOHC
677,bmw,4,1.8,Naturally Aspirated,Hybrid,DOHC
678,mercedes-benz,8,3.6,Forced Induction,Hybrid,DOHC
679,mitsubishi,11,5.5,Forced Induction,Diesel,DOHC
680,buick,6,3.3000000000000003,Forced Induction,Hybrid,DOHC
681,dodge,11,5.5,Naturally Aspirated,Gas,DOHC
682,volkswagen,12,4.800000000000001,Forced Induction,Gas,SOHC
683,volkswagen,3,1.35,Forced Induction,Diesel,OHV
684,toyota,7,3.8500000000000005,Forced Induction,Hybrid,DOHC
685,ford,11,4.95,Forced Induction,Diesel,SOHC
686,kia,8,3.6,Naturally Aspirated,Hybrid,DOHC
687,saturn,11,6.050000000000001,Naturally Aspirated,Hybrid,DOHC
688,buick,6,3.3000000000000003,Forced Induction,Gas,OHV
689,harley-davidson,9,4.05,Forced Induction,Gas,OHV
690,dodge,3,1.6500000000000001,Naturally Aspirated,Hybrid,SOHC
691,lexus,3,1.2000000000000002,Forced Induction,Diesel,SOHC
692,acura,10,4.5,Forced Induction,Gas,SOHC
693,mazda,4,1.8,Forced Induction,Hybrid,SOHC
694,toyota,6,3.3000000000000003,Naturally Aspirated,Hybrid,OHV
695,harley-davidson,4,2.2,Naturally Aspirated,Diesel,OHV
696,harley-davidson,6,2.7,Naturally Aspirated,Hybrid,DOHC
697,mazda,8,4.4,Naturally Aspirated,Hybrid,OHV
698,ferrari,11,4.95,Forced Induction,Gas,SOHC
699,mazda,4,1.8,Forced Induction,Hybrid,OHV
700,kia,11,4.95,Forced Induction,Gas,DOHC
701,subaru,11,5.5,Forced Induction,Hybrid,DOHC
702,dodge,8,4.0,Naturally Aspirated,Hybrid,SOHC
703,toyota,4,2.2,Forced Induction,Hybrid,DOHC
704,mitsubishi,9,3.6,Forced Induction,Gas,DOHC
705,ferrari,5,2.75,Naturally Aspirated,Gas,OHV
707,acura,3,1.2000000000000002,Forced Induction,Diesel,OHV
708,dodge,6,3.0,Forced Induction,Gas,SOHC
709,kia,5,2.5,Naturally Aspirated,Gas,DOHC
710,cadillac,11,6.050000000000001,Naturally Aspirated,Gas,OHV
711,bmw,3,1.2000000000000002,Forced Induction,Diesel,DOHC
712,ferrari,5,2.0,Forced Induction,Gas,OHV
713,subaru,8,4.4,Forced Induction,Hybrid,DOHC
714,jeep,11,6.050000000000001,Forced Induction,Diesel,SOHC
715,ferrari,4,1.6,Forced Induction,Hybrid,OHV
716,toyota,3,1.35,Forced Induction,Hybrid,SOHC
717,harley-davidson,7,2.8000000000000003,Forced Induction,Gas,SOHC
718,jeep,6,2.7,Naturally Aspirated,Diesel,SOHC
720,dodge,10,4.5,Forced Induction,Diesel,DOHC
721,mercury,9,4.95,Naturally Aspirated,Hybrid,SOHC
722,infiniti,8,4.0,Naturally Aspirated,Diesel,DOHC
723,porsche,11,4.95,Naturally Aspirated,Gas,OHV
725,aston-martin,12,4.800000000000001,Forced Induction,Gas,SOHC
726,mitsubishi,6,3.3000000000000003,Naturally Aspirated,Diesel,OHV
727,honda,3,1.6500000000000001,Forced Induction,Diesel,SOHC
728,harley-davidson,6,3.0,Forced Induction,Gas,OHV
729,lincoln,7,2.8000000000000003,Naturally Aspirated,Diesel,DOHC
730,mercury,8,3.2,Naturally Aspirated,Diesel,DOHC
731,rover,12,6.0,Naturally Aspirated,Gas,OHV
732,mercury,3,1.2000000000000002,Naturally Aspirated,Hybrid,SOHC
733,porsche,8,3.6,Naturally Aspirated,Diesel,OHV
734,saturn,5,2.5,Forced Induction,Gas,SOHC
736,mini,6,2.4000000000000004,Naturally Aspirated,Gas,OHV
737,ferrari,8,4.0,Naturally Aspirated,Gas,OHV
738,jeep,9,4.05,Naturally Aspirated,Gas,OHV
739,toyota,11,5.5,Naturally Aspirated,Gas,SOHC
740,mini,11,5.5,Forced Induction,Hybrid,SOHC
741,aston-martin,10,5.5,Forced Induction,Gas,OHV
742,bmw,5,2.25,Naturally Aspirated,Gas,DOHC
743,hyundai,12,6.6000000000000005,Naturally Aspirated,Gas,SOHC
744,land rover,12,5.4,Forced Induction,Gas,DOHC
745,ford,3,1.35,Naturally Aspirated,Gas,SOHC
746,ford,3,1.35,Forced Induction,Diesel,OHV
747,harley-davidson,7,2.8000000000000003,Forced Induction,Hybrid,DOHC
748,toyota,6,3.3000000000000003,Forced Induction,Diesel,DOHC
749,bmw,3,1.5,Naturally Aspirated,Diesel,DOHC
750,mercury,7,3.8500000000000005,Forced Induction,Gas,DOHC
751,saturn,3,1.5,Naturally Aspirated,Diesel,DOHC
752,infiniti,11,5.5,Naturally Aspirated,Gas,DOHC
753,subaru,8,4.4,Forced Induction,Hybrid,OHV
754,dodge,10,4.0,Naturally Aspirated,Hybrid,OHV
755,subaru,7,3.15,Forced Induction,Diesel,DOHC
756,chrysler,3,1.6500000000000001,Forced Induction,Diesel,DOHC
757,aston-martin,5,2.25,Naturally Aspirated,Diesel,OHV
758,lexus,6,2.7,Forced Induction,Hybrid,OHV
759,subaru,10,4.5,Forced Induction,Gas,SOHC
760,mercedes-benz,10,5.5,Naturally Aspirated,Gas,SOHC
761,tesla,7,2.8000000000000003,Naturally Aspirated,Diesel,DOHC
762,lexus,3,1.5,Forced Induction,Gas,OHV
763,mini,11,6.050000000000001,Naturally Aspirated,Hybrid,SOHC
764,cadillac,6,2.4000000000000004,Forced Induction,Hybrid,DOHC
765,infiniti,3,1.5,Forced Induction,Gas,OHV
766,honda,4,2.2,Forced Induction,Gas,OHV
767,mitsubishi,12,5.4,Forced Induction,Gas,SOHC
768,lexus,6,2.7,Forced Induction,Gas,DOHC
769,kia,11,5.5,Forced Induction,Hybrid,SOHC
770,toyota,8,4.4,Naturally Aspirated,Gas,DOHC
771,buick,5,2.5,Forced Induction,Gas,DOHC
772,honda,6,2.4000000000000004,Forced Induction,Hybrid,DOHC
773,ferrari,3,1.5,Forced Induction,Gas,OHV
774,pontiac,8,4.0,Naturally Aspirated,Gas,OHV
775,mitsubishi,5,2.25,Forced Induction,Diesel,DOHC
776,hyundai,8,4.0,Naturally Aspirated,Hybrid,OHV
777,lexus,10,5.0,Naturally Aspirated,Gas,DOHC
778,kia,12,4.800000000000001,Forced Induction,Gas,SOHC
779,gmc,8,3.6,Forced Induction,Hybrid,OHV
780,jaguar,7,3.8500000000000005,Forced Induction,Gas,OHV
781,pontiac,3,1.5,Forced Induction,Gas,OHV
782,gmc,8,4.4,Naturally Aspirated,Gas,OHV
783,subaru,6,2.7,Forced Induction,Diesel,SOHC
784,honda,8,4.4,Naturally Aspirated,Gas,OHV
785,ford,6,3.3000000000000003,Naturally Aspirated,Hybrid,SOHC
786,gmc,8,3.6,Naturally Aspirated,Hybrid,OHV
787,toyota,11,4.95,Naturally Aspirated,Diesel,OHV
788,bmw,8,3.6,Forced Induction,Hybrid,SOHC
789,buick,3,1.5,Naturally Aspirated,Gas,OHV
790,honda,4,2.2,Naturally Aspirated,Hybrid,OHV
791,toyota,7,3.8500000000000005,Forced Induction,Gas,OHV
792,fiat,9,4.95,Naturally Aspirated,Diesel,OHV
793,buick,8,3.6,Naturally Aspirated,Diesel,OHV
794,buick,8,4.4,Naturally Aspirated,Gas,OHV
795,volvo,9,3.6,Forced Induction,Diesel,OHV
796,volvo,10,5.5,Forced Induction,Hybrid,DOHC
797,jaguar,8,3.6,Naturally Aspirated,Hybrid,SOHC
798,kia,3,1.2000000000000002,Forced Induction,Diesel,SOHC
799,buick,4,2.0,Naturally Aspirated,Diesel,DOHC
800,jaguar,6,3.0,Forced Induction,Hybrid,OHV
801,ford,7,2.8000000000000003,Naturally Aspirated,Hybrid,SOHC
802,toyota,11,4.95,Naturally Aspirated,Gas,OHV
803,buick,4,1.6,Naturally Aspirated,Diesel,DOHC
804,infiniti,9,3.6,Naturally Aspirated,Gas,DOHC
805,mitsubishi,10,4.0,Naturally Aspirated,Hybrid,OHV
806,jaguar,8,3.2,Forced Induction,Hybrid,SOHC
807,acura,8,4.0,Naturally Aspirated,Hybrid,SOHC
808,kia,10,5.5,Forced Induction,Hybrid,SOHC
809,fiat,12,4.800000000000001,Naturally Aspirated,Diesel,SOHC
810,nissan,6,2.7,Forced Induction,Hybrid,OHV
811,kia,6,2.7,Naturally Aspirated,Diesel,OHV
812,ram,6,2.4000000000000004,Naturally Aspirated,Hybrid,SOHC
813,jaguar,3,1.35,Naturally Aspirated,Diesel,DOHC
814,mercedes-benz,3,1.5,Forced Induction,Gas,DOHC
815,hyundai,8,3.6,Naturally Aspirated,Hybrid,DOHC
816,porsche,5,2.5,Naturally Aspirated,Hybrid,DOHC
817,hyundai,11,5.5,Forced Induction,Hybrid,DOHC
818,mazda,5,2.0,Naturally Aspirated,Diesel,SOHC
819,audi,11,5.5,Naturally Aspirated,Hybrid,OHV
820,kia,8,4.0,Forced Induction,Gas,DOHC
821,gmc,3,1.6500000000000001,Naturally Aspirated,Gas,DOHC
822,buick,4,2.0,Naturally Aspirated,Hybrid,SOHC
823,lexus,9,4.95,Naturally Aspirated,Hybrid,SOHC
824,honda,8,3.6,Naturally Aspirated,Diesel,DOHC
825,hyundai,12,5.4,Forced Induction,Diesel,OHV
826,rover,4,2.2,Forced Induction,Gas,OHV
827,ferrari,5,2.75,Forced Induction,Gas,OHV
828,toyota,11,5.5,Naturally Aspirated,Diesel,DOHC
829,volkswagen,8,4.4,Forced Induction,Gas,DOHC
830,infiniti,4,2.0,Naturally Aspirated,Gas,DOHC
831,hyundai,6,2.7,Forced Induction,Gas,OHV
832,harley-davidson,11,5.5,Naturally Aspirated,Hybrid,OHV
833,rover,7,3.15,Forced Induction,Gas,SOHC
834,nissan,4,2.2,Forced Induction,Diesel,OHV
835,acura,6,2.7,Naturally Aspirated,Gas,OHV
836,toyota,5,2.75,Forced Induction,Diesel,SOHC
837,datsun,8,3.6,Forced Induction,Hybrid,SOHC
838,hyundai,5,2.25,Forced Induction,Diesel,DOHC
839,datsun,7,2.8000000000000003,Forced Induction,Diesel,SOHC
840,honda,5,2.75,Naturally Aspirated,Gas,OHV
841,alfa-romeo,11,4.4,Forced Induction,Diesel,OHV
842,land rover,6,2.4000000000000004,Forced Induction,Diesel,SOHC
843,ford,6,3.3000000000000003,Forced Induction,Diesel,SOHC
844,gmc,4,1.8,Naturally Aspirated,Gas,OHV
845,pontiac,7,3.5,Forced Induction,Gas,SOHC
846,ferrari,12,6.6000000000000005,Forced Induction,Gas,SOHC
847,nissan,10,4.0,Forced Induction,Diesel,OHV
848,nissan,5,2.5,Naturally Aspirated,Hybrid,SOHC
849,datsun,5,2.5,Naturally Aspirated,Gas,DOHC
850,gmc,4,1.8,Naturally Aspirated,Hybrid,SOHC
851,volkswagen,3,1.5,Naturally Aspirated,Gas,SOHC
852,lexus,11,4.4,Naturally Aspirated,Hybrid,OHV
853,mitsubishi,9,3.6,Forced Induction,Diesel,DOHC
854,kia,4,2.2,Forced Induction,Diesel,OHV
855,audi,5,2.75,Naturally Aspirated,Hybrid,DOHC
856,saturn,9,4.95,Forced Induction,Diesel,DOHC
857,jaguar,4,1.6,Forced Induction,Gas,OHV
858,saturn,7,3.15,Forced Induction,Diesel,OHV
859,ford,6,3.3000000000000003,Forced Induction,Gas,OHV
860,buick,9,4.95,Naturally Aspirated,Hybrid,OHV
861,infiniti,9,3.6,Forced Induction,Diesel,OHV
862,rover,8,3.6,Forced Induction,Gas,OHV
863,dodge,6,2.4000000000000004,Forced Induction,Diesel,DOHC
864,acura,3,1.5,Naturally Aspirated,Diesel,SOHC
865,aston-martin,8,3.2,Naturally Aspirated,Gas,SOHC
866,lexus,5,2.25,Naturally Aspirated,Diesel,SOHC
867,bmw,6,3.0,Naturally Aspirated,Diesel,DOHC
868,kia,7,3.15,Naturally Aspirated,Hybrid,DOHC
869,toyota,3,1.2000000000000002,Naturally Aspirated,Hybrid,OHV
870,lexus,4,1.8,Forced Induction,Gas,DOHC
871,saturn,11,4.95,Naturally Aspirated,Hybrid,DOHC
872,audi,7,3.8500000000000005,Forced Induction,Gas,SOHC
873,harley-davidson,10,5.5,Naturally Aspirated,Gas,OHV
874,chrysler,9,4.05,Naturally Aspirated,Diesel,SOHC
875,nissan,5,2.0,Forced Induction,Hybrid,OHV
876,volvo,10,5.0,Forced Induction,Diesel,SOHC
877,jeep,8,3.6,Forced Induction,Hybrid,DOHC
878,infiniti,7,2.8000000000000003,Forced Induction,Gas,DOHC
879,mazda,12,6.0,Forced Induction,Diesel,DOHC
880,rover,6,3.0,Naturally Aspirated,Diesel,SOHC
881,saturn,11,4.95,Naturally Aspirated,Gas,OHV
882,porsche,3,1.5,Naturally Aspirated,Diesel,OHV
