carid,make,model,year,transmissionid,engineid
629,chevrolet,corvette,1995.0,5,17
630,ford,f-150,2003.0,9,8
631,chevrolet,impala lt,2006.0,12,10
632,nissan,altima,2014.0,4,14
633,mini,cooper s,2013.0,0,18
634,kia,optima ex,2013.0,20,17
635,lexus,es 350,2010.0,10,8
636,infiniti,qx50 sport utility 4d,2017.0,4,14
637,honda,accord sedan,2004.0,19,10
638,ford,f650 6 door custom stretch,2004.0,20,16
639,ford,f-250 super duty lariat cre,2011.0,4,11
640,ford,e-series cargo e350 super d,2011.0,18,17
641,ford,f750 four car hauler rollba,2012.0,7,7
642,ford,f-350 superduty dually 4x4,2017.0,6,9
643,ford,f550 super duty rollback/wr,2019.0,17,3
644,ford,f-150 regular cab short bed,1986.0,6,16
645,infiniti,q70 3.7 sedan 4d,2017.0,9,12
646,dodge,dakota regular cab long be,1989.0,1,6
647,ford,transit connect wagon,2016.0,15,13
648,buick,encore,2016.0,20,17
649,ford,f150 xlt,1998.0,9,5
650,toyota,corolla,2006.0,17,20
651,lexus,ls 460 sedan 4d,2013.0,9,16
652,mitsubishi,outlander phev gt,2018.0,5,19
653,cadillac,xt5 platinum sport,2017.0,10,0
654,honda,civic type r,2019.0,13,3
655,toyota,camry,2017.0,7,16
656,lexus,rx 350 sport utility 4d,2017.0,14,5
657,cadillac,cts,2006.0,8,10
658,nissan,maxima,2004.0,14,18
659,lexus,is 250,2014.0,18,3
660,honda,accord,2002.0,3,16
661,toyota,4runner limited,2010.0,15,7
662,lexus,rx350,2015.0,16,2
663,ford,taurus,2005.0,2,14
664,lexus,gs400,1999.0,20,17
665,chevrolet,silverado 1500,2015.0,14,17
666,honda,odyssey exl,2006.0,0,11
667,gmc,terrain slt,2010.0,2,5
668,ford,fusion se,2009.0,15,6
669,chevrolet,captiva,2013.0,17,6
670,chrysler,300c,2006.0,19,13
671,cadillac,srx,2008.0,15,12
672,buick,enclave cxl,2008.0,18,16
673,toyota,tacoma,2006.0,0,20
674,ford,f150,2012.0,18,4
675,nissan,altima,2012.0,15,19
676,bmw,x5,2008.0,16,8
677,cadillac,sts v6,2009.0,3,16
678,nissan,quest,2011.0,2,19
679,acura,mdx sh-awd sport utility,2014.0,11,6
680,buick,lesabre,2002.0,17,13
681,hyundai,elantra,2018.0,10,7
682,chevrolet,silverado 1500,2013.0,2,12
683,chevrolet,silverado 1500 lt,2016.0,20,20
684,acura,mdx sh-awd w/technology,2019.0,16,8
685,toyota,camry,2020.0,5,15
686,chrysler,300,2019.0,1,15
687,jeep,cherokee,2016.0,10,10
688,acura,mdx sh-awd w/technology,2018.0,5,11
689,toyota,4runner 4wd,2014.0,19,11
690,nissan,maxima,2002.0,11,13
691,ford,econoline cargo van,2010.0,5,3
692,mercedes-benz,benz s550,2011.0,4,3
693,nissan,frontier sv,2017.0,1,0
694,honda,cr-v lx,2013.0,3,17
695,mazda,cx-9 touring,2008.0,9,13
696,jaguar,xjr s,2004.0,16,7
697,chevrolet,cruze,2011.0,3,11
698,kia,soul ! wagon 4d,2015.0,1,10
699,acura,rdx sh-awd sport utility,2019.0,18,10
700,bmw,750li,2013.0,5,0
701,chevrolet,k5 blazer,1973.0,17,12
702,alfa-romeo,romeo giulia sedan 4d,2020.0,16,7
703,hyundai,sonata se sedan 4d,2018.0,8,18
704,toyota,camry,2000.0,7,11
705,hyundai,kona,2021.0,16,0
706,cadillac,escalade esv platinum,2018.0,3,8
707,toyota,camry,2019.0,19,8
708,honda,cr-v,2016.0,19,18
709,nissan,titan,2011.0,0,10
710,jeep,grand cherokee,2015.0,9,5
711,mercedes-benz,e-class e 300,2018.0,2,8
712,tesla,model s,2013.0,4,13
713,cadillac,escalade esv,2003.0,16,7
714,nissan,rogue sl,2008.0,12,11
715,nissan,skyline gts,1994.0,5,17
716,lexus,es350,2008.0,20,19
717,chevrolet,trailblazer,2004.0,15,8
718,ford,e350 bus,2015.0,2,18
719,hyundai,genesis,2016.0,3,11
720,toyota,land cruiser prado,1992.0,4,14
721,jeep,wrangler,2012.0,20,2
722,nissan,maxima,2014.0,0,19
723,kia,soul +,2011.0,7,6
724,jeep,wrangler,2008.0,16,9
725,mercedes-benz,560,1988.0,19,7
726,bmw,5 series 535i sedan 4d,2015.0,13,8
727,infiniti,q60 3.0t luxe coupe 2d,2019.0,2,14
728,ford,explorer,2016.0,9,7
729,ram,1500,2009.0,11,9
730,jaguar,xf 20d premium sedan 4d,2017.0,18,15
731,ford,f-350,2000.0,5,6
732,lincoln,mkx reserve sport,2018.0,13,20
733,mitsubishi,outlander,2016.0,6,13
734,toyota,highlander,2013.0,4,7
735,lexus,nx 300 sport utility 4d,2018.0,18,7
736,chevrolet,silverado 2500 hd,2015.0,10,12
737,chrysler,pt cruiser gt,2005.0,11,6
738,jeep,wrangler unlimited x,2009.0,2,1
739,mini,t camper van,2019.0,14,0
740,saturn,sl,1999.0,2,14
741,nissan,juke,2013.0,9,1
742,jeep,compass,2012.0,1,17
743,ford,crown victoria,2003.0,11,13
744,chevrolet,silverado classic,2007.0,9,5
745,ford,coupe,1933.0,1,18
746,dodge,challenger srt8 coupe 2d,2011.0,5,6
747,chevrolet,corvette stingray,2014.0,17,17
748,gmc,sierra 1500 crew cab sle,2015.0,12,1
749,ford,pick up,1958.0,11,8
750,gmc,sonoma,1995.0,17,14
751,ram,promaster city cargo van,2017.0,20,8
752,volvo,s60 inscription platinum,2016.0,15,5
753,dodge,dart,2013.0,19,0
754,nissan,rogue,2020.0,9,3
755,ford,explorer,2017.0,17,4
756,chevrolet,silverado 1500,2011.0,6,11
757,chevrolet,tahoe z71,2003.0,6,6
758,gmc,yukon,2004.0,2,20
759,chrysler,town and country tourin,2015.0,8,11
760,toyota,avalon,2016.0,3,8
761,toyota,land cruiser,1978.0,15,20
762,gmc,acadia,2019.0,13,18
763,jeep,grand cherokee,2017.0,6,11
764,ford,f-150,2002.0,7,7
765,ram,3500,2014.0,17,2
766,chevrolet,sonic,2013.0,12,16
767,dodge,grand caravan,2010.0,2,13
768,dodge,journey,2009.0,6,4
769,subaru,crosstrek 2.0i premium,2019.0,7,9
770,ford,mustang,1995.0,15,18
771,bmw,3 series 340i sedan 4d,2016.0,2,13
772,chevrolet,silverado 1500,2017.0,9,2
773,mercedes-benz,c-class c 63 amg,2014.0,9,0
774,mercury,capri,1985.0,20,19
775,alfa-romeo,romeo spider,1976.0,10,18
776,chevrolet,belair,1957.0,2,4
777,jeep,wrangler sport,2000.0,6,4
778,infiniti,qx 56,2013.0,16,19
779,gmc,envoy,2005.0,1,12
780,mazda,miata touring,2007.0,3,7
781,chevrolet,corvette,1999.0,20,4
782,chevrolet,corvette,2015.0,0,12
783,chevrolet,corvette,2017.0,3,7
784,ford,crown victoria,2010.0,15,18
785,mitsubishi,montero sport,2001.0,19,17
786,dodge,caliber mainstreet,2011.0,0,1
787,toyota,sienna xle,2010.0,18,13
788,hyundai,santa fe sport,2016.0,15,18
789,toyota,camry,2015.0,5,19
790,mercedes-benz,glk,2013.0,10,0
791,mercedes-benz,e 400,2017.0,19,11
792,toyota,4runner,2011.0,13,14
793,ford,f450 4x4,2016.0,8,2
794,dodge,caravan,1999.0,10,1
795,cadillac,srx luxury,2010.0,6,7
796,toyota,camry,2008.0,17,3
797,ford,mustang,2013.0,20,19
798,chevrolet,camaro 2ss,2011.0,4,16
799,dodge,journey sxt,2009.0,1,2
800,dodge,caliber,2008.0,8,1
801,bmw,535i,2012.0,15,15
802,ford,f150 super cab xlt pickup,2018.0,4,7
803,gmc,yukon slt sport utility 4d,2020.0,7,4
804,gmc,acadia sle-1 sport utility,2017.0,0,18
805,chevrolet,silverado 1500 double,2020.0,6,20
806,chevrolet,tahoe,2002.0,0,7
807,ford,fiesta,2019.0,5,17
808,lincoln,navigator,2014.0,5,9
809,ford,f150 super cab xlt pickup,2020.0,7,10
810,toyota,camry solara,2007.0,20,17
811,chevrolet,tahoe,2008.0,13,16
812,gmc,yukon slt,2007.0,3,5
813,chevrolet,tahoe lt,2007.0,14,10
814,kia,optima,2012.0,13,4
815,honda,accord,2003.0,8,13
816,jeep,wrangler unlimited,2017.0,9,13
817,chevrolet,caprice,1987.0,17,1
818,chevrolet,express commercial cutaway,2013.0,17,18
819,ram,2500,2017.0,13,2
820,lexus,es 350,2009.0,2,18
821,ford,super duty f-550 drw,2003.0,12,10
822,mitsubishi,fuso fe180,2016.0,0,7
823,ford,super duty f-450 drw,2008.0,14,15
824,gmc,savana commercial cutaway,2016.0,4,17
825,chevrolet,equinox,2013.0,10,5
826,ford,super duty f-550 drw,2013.0,19,14
827,ford,econoline commercial cutaway,2016.0,0,4
828,ford,transit cutaway,2016.0,2,1
829,nissan,maxima,2018.0,8,20
830,mitsubishi,fuso fe,2014.0,16,2
831,chevrolet,express commercial cutaway,2012.0,20,15
832,ford,super duty f-550 drw,2011.0,14,16
833,honda,acty,1991.0,16,14
834,ford,super duty f-750 straight frame,2007.0,12,6
835,chevrolet,silverado 3500 classic,2007.0,2,0
836,ford,super duty f-750 straight frame,2016.0,18,2
837,ford,super duty f-350 drw,2001.0,9,7
838,ram,5500,2013.0,5,20
839,ford,f-650 sd,2017.0,1,7
840,ford,super duty f-250 srw,2013.0,8,8
841,ford,e-series cutaway,2018.0,2,2
842,mitsubishi,fuso fe160,2017.0,9,16
843,ram,5500,2014.0,8,19
844,ford,super duty f-550 drw,2010.0,15,0
845,buick,lacrosse,2005.0,11,1
846,ford,f-100,1953.0,12,13
847,lexus,rx 350 sport utility 4d,2013.0,16,17
848,mitsubishi,outlander phev sel,2018.0,10,4
849,buick,lesabre,1999.0,5,11
850,subaru,crosstrek,2019.0,12,7
851,cadillac,xt5 luxury sport,2017.0,0,17
852,volvo,s80,2002.0,15,11
853,lexus,ls 460 l sedan 4d,2013.0,2,19
854,cadillac,sts,2006.0,12,18
855,chevrolet,ssr,2004.0,15,10
856,acura,rdx,2013.0,19,20
857,toyota,camry xle,2011.0,16,15
858,chevrolet,silverado 4x4,2019.0,15,17
859,jeep,wrangler right hand drive,2011.0,10,6
860,ford,f350 super duty,2002.0,3,6
861,gmc,safari slt,2001.0,11,2
862,nissan,rogue,2008.0,18,1
863,acura,mdx sport utility 4d,2018.0,18,14
864,acura,mdx sh-awd sport utility,2019.0,4,11
865,acura,mdx sh-awd sport utility,2017.0,3,20
866,audi,a3,2015.0,1,3
867,tesla,model 3,2018.0,9,12
868,honda,accord,2017.0,12,13
869,kia,sedona,2007.0,16,1
870,ford,f-650,2008.0,1,0
871,dodge,grand caravan,2016.0,20,8
872,hyundai,sonata,2014.0,5,20
873,nissan,frontier s king cab,2013.0,2,12
874,chevrolet,silverado,2001.0,6,0
875,honda,odyssey,2005.0,20,8
876,ford,f550 4x4,2014.0,15,15
877,honda,civic,2012.0,20,7
878,honda,civic exl,2008.0,3,13
879,toyota,corolla le,2013.0,3,2
880,ford,crown victoria,1997.0,3,18
881,ford,f-150 supercab xlt,2015.0,16,12
882,volkswagen,jetta gli fahrenheit,2007.0,15,4
883,chrysler,pacifica l,2017.0,20,12
884,cadillac,escalade esv luxury,2018.0,2,2
885,lexus,rx 300,2003.0,5,18
886,chevrolet,malibu ls,2010.0,13,12
887,mercedes-benz,e-class e 400,2018.0,19,20
888,ford,transit 250,2015.0,5,6
889,chevrolet,corvair convertible,1963.0,11,6
890,honda,pilot,2020.0,11,20
891,alfa-romeo,romeo giulia sedan 4d,2018.0,15,1
892,honda,accord,2010.0,13,10
893,ram,3500 laramie 4x4,2012.0,16,15
894,gmc,sierra 2500 hd denali 4x4,2013.0,6,13
895,chevrolet,silverado z71 4x4,2014.0,1,18
896,gmc,yukon denali xl,2015.0,10,4
897,acura,rdx sport utility 4d,2016.0,14,18
898,toyota,highlander limited awd,2014.0,15,13
899,ford,f150 platinum 4x4,2015.0,15,11
900,ford,f150 xlt 4x4,2014.0,7,7
901,nissan,versa,2018.0,14,16
902,mercedes-benz,sl-class,2003.0,11,13
903,mercedes-benz,benz,2018.0,17,9
904,kia,soul wagon 4d,2019.0,3,10
905,buick,park avenue,2001.0,12,18
906,ford,mustang,2016.0,12,20
907,ford,taurus,2001.0,17,14
908,mercury,grand marquis,1987.0,15,3
909,ford,f-150,1977.0,8,12
910,chevrolet,colorado crew cab lt,2020.0,11,18
911,nissan,maxima,2009.0,8,11
912,chevrolet,traverse,2012.0,8,7
913,buick,enclave,2009.0,2,17
914,nissan,titan,2004.0,7,10
915,chrysler,pt cruiser gt,2003.0,13,13
916,audi,q5 prestige sport utility,2018.0,18,20
917,lincoln,mkx select sport utility,2018.0,16,20
918,ford,escape,2012.0,12,8
919,honda,civic,2006.0,12,2
920,honda,odyssey,2007.0,2,11
921,nissan,murano sl,2012.0,12,4
922,volvo,vnl 780,2003.0,13,19
923,ford,focus,2008.0,13,8
924,jeep,patriot,2009.0,10,0
925,dodge,durango,2008.0,5,7
926,bmw,5 series 530e xdrive,2019.0,1,9
927,ford,fairlane ranchero,1968.0,2,18
928,honda,accord sedan,2015.0,12,4
929,infiniti,q60 3.0t pure coupe 2d,2020.0,17,2
930,ford,edge,2016.0,19,9
931,chevrolet,express 3500,2017.0,20,7
932,chevrolet,tahoe,2016.0,5,0
933,lexus,nx 300h sport utility 4d,2018.0,15,12
934,kia,soul,2016.0,0,4
935,nissan,titan xd pro 4x,2017.0,7,8
936,ford,taurus se,2011.0,6,5
937,hyundai,elantra,2008.0,4,9
938,kia,sportage,2018.0,18,11
939,ram,1500,2013.0,20,19
940,subaru,xv crosstrek,2015.0,8,7
941,volkswagen,passat,2015.0,0,8
942,honda,civic,2001.0,18,0
943,toyota,yaris,2007.0,1,0
944,mercedes-benz,c-class,2005.0,17,19
945,volkswagen,jetta,2013.0,11,13
946,audi,q7,2011.0,18,13
947,jeep,grand cherokee,2014.0,3,11
948,dodge,challenger r/t shaker,2017.0,12,19
949,rover,evoque,2013.0,3,2
950,toyota,4runner limited,2019.0,2,11
951,infiniti,g35 sedan,2006.0,5,0
952,chevrolet,tahoe lt sport utility,2017.0,19,4
953,ford,focus se hatchback 4d,2018.0,19,1
954,infiniti,qx80,2016.0,8,17
955,toyota,yaris,2014.0,9,16
956,nissan,armada,2020.0,13,13
957,chevrolet,suburban,2015.0,13,17
958,hyundai,sonata,2004.0,9,7
959,dodge,charger sxt sedan 4d,2016.0,1,15
960,ford,f-150,2016.0,7,5
961,ram,1500,2001.0,2,8
962,ram,1500 big horn,2020.0,17,20
963,nissan,altima,2013.0,6,11
964,chevrolet,silverado 2500hd,2006.0,6,18
965,hyundai,sonata,2008.0,5,12
966,chrysler,300m,2002.0,19,8
967,toyota,tundra,2021.0,20,16
968,bmw,3 series 330i xdrive sedan,2018.0,1,13
969,honda,accord sedan,2002.0,10,13
970,mercedes-benz,c-class c 300,2020.0,14,20
971,honda,cr-v,2014.0,10,7
972,honda,pilot,2017.0,0,11
973,hyundai,santa fe sport,2017.0,16,15
974,honda,accord,2000.0,17,11
975,chevrolet,silverado 2500hd,2011.0,11,15
976,subaru,crosstrek 2.0i limited,2018.0,5,19
977,kia,optima,2006.0,0,18
978,chevrolet,silverado 1500 lt crew cab long box 4wd,2016.0,5,1
979,gmc,sierra,2011.0,15,14
980,honda,accord,1991.0,0,3
981,toyota,prius prius v,2011.0,19,10
982,ram,1500 sport crew cab lwb 4wd,2014.0,11,11
983,jeep,wrangler unlimited sport 4wd,2016.0,11,18
984,ford,f-150 xl supercrew 6.5-ft. bed 4wd,2014.0,11,0
985,ford,f-150 xl supercrew 5.5-ft. bed 4wd,2017.0,6,20
986,chevrolet,silverado 1500 work truck 2wt crew cab long box 4w,2014.0,11,16
987,chevrolet,silverado 1500 ls crew cab long box 4wd,2018.0,1,1
988,chevrolet,corvette,2016.0,9,14
989,acura,tl,2001.0,14,6
990,cadillac,xts,2018.0,11,2
991,lincoln,mkz reserve sedan 4d,2017.0,2,7
992,lincoln,corsair reserve sport,2020.0,7,7
993,gmc,sierra 1500,2016.0,14,16
994,ford,explorer,2014.0,18,10
995,ford,f250 lariat 4x4,2015.0,18,4
996,jeep,patriot sport,2014.0,8,4
997,cadillac,escalade,2005.0,14,20
998,gmc,sierra 1500 slt 4x4,2015.0,3,10
999,rover,discovery sport,2017.0,14,12
1000,ford,transit 250,2019.0,11,12
1001,ford,transit,2018.0,4,16
1002,ford,transit,2020.0,3,10
1003,ford,econoline,2016.0,13,17
1004,bmw,640i coupe,2017.0,8,7
1005,ford,explorer,2015.0,2,8
1006,nissan,pathfinder,2014.0,9,19
1007,lexus,ls 430,2005.0,11,4
1008,honda,crv ex awd,1997.0,2,14
1009,audi,a4 2.0t premium plus,2013.0,2,7
1010,pontiac,firebird trans am,1993.0,18,14
1011,chevrolet,camaro ss,2011.0,18,19
1012,jeep,wrangler,2011.0,5,15
1013,chevrolet,malibu,2012.0,19,20
1014,toyota,4runner,2008.0,3,1
1015,honda,civic sedan,2006.0,19,12
1016,toyota,4runner sr5,2004.0,8,1
1017,lexus,es 330,2004.0,7,10
1018,chevrolet,silverado 1500 double,2019.0,15,10
1019,ford,f150 super cab lariat,2018.0,3,8
1020,acura,mdx,2006.0,3,5
1021,hyundai,elantra,2015.0,11,13
1022,gmc,sierra 1500,2009.0,6,4
1023,ford,e250,2010.0,0,2
1024,lincoln,mkx,2011.0,10,15
1025,nissan,pathfinder sv,2015.0,6,4
1026,acura,rl,2007.0,11,9
1027,ford,f150 fx4 4x4,2017.0,15,13
1028,gmc,sierra 1500 slt z60,2014.0,10,1
1029,buick,enclave premium,2015.0,2,8
1030,jeep,grand cherokee summit,2014.0,11,7
1031,lexus,es 300h,2015.0,3,20
1032,chevrolet,silverado 2500 z71 4x4,2016.0,14,9
1033,chevrolet,silverado 3500 hd 4x4,2018.0,5,2
1034,ford,f150 fx4 4x4,2014.0,14,8
1035,toyota,4runner trd pro 4x4,2018.0,18,20
1036,jeep,renegade,2015.0,14,9
1037,nissan,armada,2017.0,10,11
1038,toyota,tacoma 4wd,2021.0,11,0
1039,acura,mdx,2010.0,3,0
1040,bmw,430 gran coupe,2019.0,18,20
1041,kia,rio,2009.0,6,2
1042,toyota,corolla le,2002.0,3,7
1043,chevrolet,avalance,2013.0,12,4
1044,audi,s7 sedan 4d,2016.0,10,11
1045,chevrolet,corvette,1903.0,8,9
1046,dodge,grand caravan,2015.0,9,15
1047,infiniti,q70 3.7 luxe sedan 4d,2019.0,20,7
1048,lexus,ls 460 sedan 4d,2014.0,4,20
1049,ford,f-350,2002.0,19,19
1050,infiniti,qx50 luxe sport utility,2020.0,8,12
1051,lexus,rc,2017.0,1,7
1052,lexus,ct 200h f-sport,2012.0,10,0
1053,cadillac,xt5 sport suv 4d,2020.0,12,11
1054,ford,f-250,2015.0,16,15
1055,audi,a3 tdi premium,2015.0,9,15
1056,chevrolet,colorado,2009.0,17,13
1057,ford,f-150,1999.0,0,4
1058,chevrolet,corvette,2007.0,8,13
1059,ford,excursion,2001.0,10,13
1060,chevrolet,corvette,2019.0,16,3
1061,audi,a5,2011.0,5,6
1062,toyota,4runner 4wd,1996.0,5,8
1063,bmw,318ic cabrio,1994.0,13,8
1064,ford,explorer,2003.0,3,18
1065,saturn,aura,2009.0,11,5
1066,acura,mdx advance pkg sport,2019.0,19,3
1067,buick,lucerne,2007.0,1,1
1068,acura,mdx sh-awd w/advance pkg,2020.0,0,20
1069,acura,mdx sh-awd w/technology,2020.0,13,14
1070,acura,mdx technology pkg sport,2020.0,2,8
1071,volkswagen,passat wolfsburg,2015.0,9,16
1072,dodge,grand caravan handicap wheelchair rear entry,2019.0,12,2
1073,toyota,rav4,2018.0,11,2
1074,lexus,es,2018.0,12,9
1075,acura,mdx advance and,2018.0,2,20
1076,nissan,altima,2016.0,14,4
1077,ford,f-150,2005.0,14,10
1078,ram,1500,2017.0,14,20
1079,chevrolet,malibu,2014.0,19,16
1080,gmc,sierra denali,2013.0,12,1
1081,chevrolet,p30 step van,1995.0,6,12
1082,chevrolet,c-10 truck,1968.0,0,0
1083,nissan,300zx turbo,1988.0,19,0
1084,toyota,sienna,2008.0,14,19
1085,mercedes-benz,c230 kompressor,2002.0,8,20
1086,bmw,3 series,2011.0,0,0
1087,ford,taurus,2004.0,12,6
1088,hyundai,sonata se sedan 4d,2020.0,6,4
1089,kia,soul s wagon 4d,2020.0,18,4
1090,gmc,yukon xl,2004.0,15,13
1091,acura,rdx advance pkg sport,2020.0,9,20
1092,cadillac,escalade esv premium,2018.0,2,8
1093,mercedes-benz,metris passenger,2018.0,13,17
1094,gmc,sierra,2004.0,1,17
1095,nissan,maxima,2012.0,6,1
1096,toyota,hilux,1990.0,19,10
1097,chevrolet,cobalt,2006.0,19,18
1098,infiniti,g37 sedan,2013.0,15,17
1099,lincoln,navigator l select sport,2017.0,2,12
1100,mercedes-benz,e-class e 450,2020.0,14,18
1101,subaru,outback,2017.0,2,20
1102,ford,f-150,2010.0,3,18
1103,alfa-romeo,romeo giulia sedan 4d,2017.0,10,8
1104,ford,edge sel,2020.0,6,7
1105,ram,1500 slt 4wd pickup truck,2018.0,2,6
1106,ram,1500 classic slt 4wd,2019.0,5,10
1107,ford,edge st line,2020.0,1,19
1108,lexus,rx 450h,2019.0,3,5
1109,gmc,suburban k1500 4x4,1999.0,7,20
1110,ford,f150 lariat 4wd,2020.0,8,5
1111,gmc,envoy,2003.0,13,8
1112,toyota,tacoma,1997.0,6,19
1113,jeep,grand cherokee trailhawk,2018.0,5,12
1114,ford,f150 xlt 4wd,2018.0,18,11
1115,dodge,journey sxt,2016.0,13,19
1116,honda,crv touring suv,2019.0,17,11
1117,ram,1500 classic slt,2019.0,9,9
1118,gmc,sierra 1500 double cab sle,2018.0,2,9
1119,ford,ranger,1993.0,13,11
1120,dodge,avenger r/t,2010.0,10,18
1121,jeep,wrangler sport suv 2d,2016.0,5,3
1122,acura,ilx premium pkg sedan 4d,2019.0,19,15
1123,toyota,sienna xle,2011.0,8,19
1124,bmw,7 series,2001.0,16,17
1125,mazda,2,2013.0,9,19
1126,hyundai,tucson,2013.0,2,3
1127,dodge,challenger r/t coupe 2d,2019.0,4,3
1128,ford,ecosport titanium suv,2020.0,2,14
1129,honda,accord,2004.0,5,15
1130,toyota,corolla,2012.0,9,2
1131,cadillac,deville,2001.0,19,12
1132,chevrolet,equinox ls suv,2016.0,16,14
1133,chevrolet,traverse l t,2015.0,17,12
1134,ford,ranger xlt,2020.0,0,8
1135,hyundai,sonata,2009.0,12,20
1136,chevrolet,silverado 1500 lt,2020.0,0,11
1137,ford,f150 4x4 lariat,2020.0,12,6
1138,ford,f150 xlt 4wd,2020.0,12,19
1139,mini,cooper countryman s,2012.0,8,10
1140,mini,cooper hardtop s,2012.0,18,16
1141,ford,expedition limited,2020.0,6,14
1142,ford,escape se,2018.0,17,9
1143,toyota,camry se,2017.0,8,13
1144,honda,accord sport,2018.0,20,12
1145,ram,2500 laramie,2020.0,16,0
1146,ford,fusion,2009.0,11,14
1147,lincoln,ls,2002.0,0,6
1148,chevrolet,impala,2007.0,16,17
1149,ford,explorer limited,2017.0,19,9
1150,hyundai,ioniq hybrid sel,2019.0,5,20
1151,ford,escape sel suv,2020.0,3,2
1152,ram,1500 crew cab slt pickup 4d,2018.0,4,2
1153,pontiac,firebird,1991.0,6,4
1154,volvo,v70 wagon,2003.0,4,17
1155,nissan,rogue s suv,2019.0,16,20
1156,chevrolet,astro van,1958.0,18,7
1157,ford,f150 lariat,2020.0,5,19
1158,ford,f150 xlt 4wd f-150 4x4,2018.0,18,14
1159,ford,explorer limited suv,2020.0,5,12
1160,ford,mustang gt coupe 2d,2019.0,8,9
1161,chevrolet,blazer lt,2020.0,16,3
1162,ford,f150 4x4 lariat 4wd f-150,2020.0,18,1
1163,ford,expedition xlt suv,2020.0,17,20
1164,ford,f150 xlt 4wd,2017.0,4,20
1165,chevrolet,silverado,2007.0,16,17
1166,gmc,sierra 1500 extended cab sle,2013.0,9,17
1167,jeep,grand cherokee,2007.0,17,17
1168,ford,edge sel suv,2020.0,3,20
1169,chevrolet,equinox lt,2018.0,1,14
1170,chevrolet,silverado 2500,2003.0,20,7
1171,toyota,tundra crewmax,2010.0,9,5
1172,ford,f150 stx,2018.0,19,5
1173,ram,1500 big horn 4wd,2020.0,2,3
1174,ford,f150 xlt 4wd f-150 4x4,2020.0,1,2
1175,chevrolet,equinox,2005.0,5,9
1176,ford,expedition xlt,2018.0,5,15
1177,mercedes-benz,benz glk 350,2011.0,5,1
1178,kia,soul lx wagon 4d,2020.0,19,10
1179,acura,ilx 2.0l sedan 4d,2014.0,4,6
1180,acura,ilx 2.0l sedan 4d,2013.0,19,17
1181,kia,soul wagon 4d,2014.0,20,12
1182,ford,f150 stx 4wd,2018.0,0,10
1183,gmc,acadia sle,2021.0,0,6
1184,ford,explorer limited suv,2021.0,0,11
1185,volvo,s60 t5 premier plus sedan,2014.0,9,2
1186,ford,fusion hybrid se,2018.0,7,7
1187,ford,super duty f250 srw xl,2020.0,19,17
1188,ford,explorer limited,2021.0,8,9
1189,toyota,camry solara convertible,2003.0,13,13
1190,hyundai,veloster hatchback,2016.0,7,13
1191,ford,ranger,1999.0,11,1
1192,bmw,x3,2016.0,4,2
1193,ford,f150 lariat 4wd f-150,2020.0,1,15
1194,ford,f-150 lariat,2020.0,18,9
1195,cadillac,dts,2007.0,11,16
1196,ford,five hundred,2005.0,8,11
1197,jeep,grand cherokee limited,2014.0,19,11
1198,ford,f-150 lariat 4wd,2020.0,17,20
1199,ford,fusion se sedan,2020.0,8,11
1200,nissan,altima 2.5 sr sedan,2019.0,5,2
1201,toyota,tacoma double cab,2013.0,9,14
1202,chevrolet,silverado,2013.0,14,13
1203,ford,explorer xlt,2018.0,16,11
1204,ford,ecosport titanium,2020.0,13,3
1205,toyota,4runner sr5 sport utility,2019.0,20,9
1206,toyota,tacoma access cab sr,2017.0,18,10
1207,ford,escape sel,2020.0,8,15
1208,ford,explorer hybrid limited,2020.0,20,16
1209,lincoln,mkz hybrid select,2017.0,0,14
1210,jeep,wrangler sahara (jk) sport,2018.0,5,6
1211,toyota,tacoma access cab pickup,2013.0,2,9
1212,ford,mustang,1999.0,13,17
1213,chevrolet,silverado 1500 lt 4x4,2015.0,13,7
1214,buick,rainier awd,2003.0,16,11
1215,hyundai,genesis coupe 2.0t,2014.0,10,19
1216,chevrolet,sonic,2012.0,2,0
1217,ford,escape s,2020.0,0,5
1218,jeep,grand cherokee,2001.0,10,7
1219,ford,f-150 platinum,2016.0,19,7
1220,ford,expedition max xlt,2020.0,14,16
1221,mitsubishi,outlander se sport,2012.0,8,8
1222,ford,explorer limited,2020.0,6,4
1223,kia,soul + wagon 4d,2016.0,2,2
1224,kia,soul ! wagon 4d,2017.0,13,8
1225,ford,f-150 lariat,2018.0,12,3
1226,gmc,sierra 3500hd denali,2020.0,20,16
1227,volvo,s60 t5 sedan 4d,2013.0,14,3
1228,kia,spectra,2001.0,9,17
1229,ford,expedition,2000.0,9,11
1230,chrysler,town and country,2005.0,9,1
1231,pontiac,montana,2001.0,0,1
1232,chevrolet,c10,1970.0,11,10
1233,kia,forte,2016.0,10,6
1234,dodge,avenger,2013.0,7,10
1235,hyundai,elantra,2013.0,2,15
1236,dodge,challenger sxt,2020.0,1,0
1237,chevrolet,silverado,2019.0,6,3
1238,honda,accord,1994.0,4,20
